"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_MF_DIRECT","protein binding","138","142","13741","19272","6.76e-16","2.24e-13","1.36","2.20e-13","1.95e-13","4.95e-16","CD86,TRAF3IP2,CD80,CTNND1,CBLB,TXN2,PYCARD,TBK1,CDH1,GRAP2,DHX58,AZI2,SKP1,RALBP1,IL1R1,FBXW11,TICAM1,RNF125,CLEC4D,CD8B,TBL1XR1,IL23A,CD8A,MAPKAPK2,TXNIP,MAPKAPK5,CARD16,CLEC4E,NAIP,SKAP1,CARD11,BEX3,CUL1,LY96,BRCC3,TXN,BCL10,MEFV,SAV1,STK3,TKFC,DHX33,CLEC7A,NLRP3,FADD,NLRP1,CD14,TP53BP1,ICOS,GSDMD,FYB1,SIAH1,MOB1B,CYLD,MOB1A,AFDN,MAVS,ATG16L1,BCL3,PIN1,CYCS,FAT4,NF2,RGL1,RGL2,LAT,BCL2L1,YWHAE,CD40,DDX3X,HSPB1,LSP1,LIMD1,CD3E,TNFSF13B,CASP9,IFIH1,PSTPIP1,CASP8,CASP5,YWHAQ,CASP10,CASP4,CASP1,FCER1A,CLEC1B,IKBKE,CTSD,FCER1G,APAF1,SYK,EXOC7,CACYBP,LATS1,ZAP70,SIKE1,LATS2,AIM2,IRF3,TRAF4,LCK,IL1B,RAPGEF1,IRF7,MS4A2,TLR4,RHOQ,TLR3,EXOC2,ARF6,RALA,RNASEL,RALB,NOD1,NLRC4,NOD2,TANK,RELB,IFI16,MFN1,CTNNA1,MFN2,FYN,TBL1X,BID,CARD8,ERBIN,CFLAR,ITCH,CD4,CD40LG,STING1,TRIP10,TBKBP1,PKN2,CD247,SUGT1,SIPA1"
"GOTERM_CC_DIRECT","cytoplasm","104","142","7749","20808","3.78e-18","3.03e-16","1.97","9.08e-16","2.52e-16","1.91e-18","TRAF3IP2,CTNND1,CBLB,PYCARD,TBK1,CDH1,GRAP2,DHX58,AZI2,SKP1,RALBP1,FBXW11,TICAM1,RNF125,MAPKAPK2,TXNIP,MAPKAPK5,CARD16,NAIP,SKAP1,CARD11,BEX3,CUL1,BRCC3,TXN,BCL10,MEFV,SAV1,STK3,DHX33,CLEC7A,NLRP3,FADD,NLRP1,TP53BP1,GSDMD,FYB1,SIAH1,MOB1B,CYLD,MOB1A,AFDN,ATG16L1,BCL3,PIN1,NF2,BCL2L1,YWHAE,DDX3X,HSPB1,LIMD1,TNFSF13B,CASP9,IFIH1,PSTPIP1,CASP8,CASP5,YWHAQ,CASP10,CASP4,CASP1,IKBKE,CTSD,APAF1,SYK,EXOC7,CACYBP,LATS1,ZAP70,SIKE1,LATS2,AIM2,IRF3,TRAF4,LCK,IL1B,RAPGEF1,IRF7,TLR4,RHOQ,TLR3,ARF6,RNASEL,NOD1,NLRC4,NOD2,TANK,RELB,IFI16,MFN1,CTNNA1,FYN,BID,CARD8,ERBIN,CFLAR,ITCH,STING1,TRIP10,TBKBP1,PKN2,CD247,SUGT1,SIPA1"
"UP_KW_PTM","Phosphoprotein","101","133","8489","14452","2.93e-5","2.49e-4","1.29","4.68e-4","2.19e-4","2.24e-5","CD80,CTNND1,CBLB,IL1RAP,PYCARD,TBK1,CDH1,GRAP2,AZI2,SKP1,RALBP1,IL1R1,TICAM1,CD8B,TBL1XR1,MAPKAPK2,TXNIP,MAPKAPK5,CARD16,SKAP1,CARD11,BRCC3,BCL10,MEFV,SAV1,STK3,TKFC,CLEC7A,NLRP3,FADD,NLRP1,TP53BP1,GSDMD,FYB1,SIAH1,MOB1B,CYLD,MOB1A,AFDN,MAVS,ATG16L1,BCL3,PIN1,CYCS,DCHS1,FAT4,NF2,RGL1,RGL2,LAT,BCL2L1,YWHAE,DDX3X,HSPB1,LSP1,LIMD1,CD3E,CASP9,IFIH1,PSTPIP1,CASP8,YWHAQ,CASP4,CASP1,CLEC1B,IKBKE,FCER1G,SYK,EXOC7,CACYBP,LATS1,ZAP70,LATS2,IRF3,TRAF4,LCK,RAPGEF1,IRF7,MS4A2,TLR3,EXOC2,RALA,NLRC4,TANK,RELB,IFI16,CTNNA1,MFN2,FYN,TBL1X,BID,ERBIN,ITCH,CD4,STING1,TRIP10,TBKBP1,PKN2,CD247,SUGT1,SIPA1"
"GOTERM_CC_DIRECT","cytosol","93","142","5677","20808","3.73e-21","4.48e-19","2.40","8.96e-19","3.73e-19","1.54e-21","YWHAE,DDX3X,CTNND1,HSPB1,CBLB,LIMD1,IFIH1,PYCARD,CASP9,PSTPIP1,TBK1,CASP8,CASP5,YWHAQ,CASP10,GRAP2,CASP4,CASP1,IKBKE,CTSD,SKP1,RALBP1,APAF1,SYK,EXOC7,FBXW11,CACYBP,TICAM1,LATS1,ZAP70,SIKE1,LATS2,AIM2,TRAF4,IRF3,LCK,IL1B,MAPKAPK2,RAPGEF1,IRF7,TXNIP,MAPKAPK5,CARD16,SKAP1,CARD11,EXOC2,ARF6,BEX3,RNASEL,CUL1,NOD1,BRCC3,BCL10,NLRC4,NOD2,TXN,MEFV,TANK,STK3,SAV1,RELB,TKFC,IFI16,CTNNA1,MFN2,NLRP3,FYN,FADD,NLRP1,BID,GSDMD,FYB1,CARD8,SIAH1,CFLAR,MOB1B,CYLD,MOB1A,AFDN,ITCH,STING1,ATG16L1,BCL3,TRIP10,PIN1,CYCS,PKN2,SUGT1,NF2,RGL1,RGL2,SIPA1,BCL2L1"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","85","130","5979","18195","5.60e-14","6.72e-13","1.99","1.35e-12","5.60e-13","2.79e-14","YWHAE,DDX3X,CTNND1,HSPB1,CBLB,LIMD1,IFIH1,PYCARD,PSTPIP1,TBK1,CASP8,YWHAQ,CDH1,GRAP2,DHX58,CASP4,CASP1,AZI2,IKBKE,RALBP1,APAF1,SYK,EXOC7,FBXW11,CACYBP,TICAM1,LATS1,ZAP70,SIKE1,LATS2,AIM2,TRAF4,IRF3,LCK,IL1B,MAPKAPK2,IRF7,TXNIP,MAPKAPK5,CARD16,RHOQ,SKAP1,CARD11,ARF6,BEX3,RNASEL,NOD1,BRCC3,BCL10,NLRC4,NOD2,TXN,MEFV,TANK,STK3,SAV1,RELB,DHX33,IFI16,CLEC7A,CTNNA1,MFN1,NLRP3,FYN,FADD,NLRP1,BID,GSDMD,FYB1,CARD8,SIAH1,MOB1B,CYLD,MOB1A,ITCH,STING1,ATG16L1,BCL3,TRIP10,PIN1,PKN2,SUGT1,NF2,SIPA1,BCL2L1"
"GOTERM_CC_DIRECT","membrane","76","142","9038","20808","1.22e-2","7.33e-2","1.23","9.48e-1","6.11e-2","9.70e-3","CD86,YWHAE,CD40,DDX3X,TRAF3IP2,CD80,CTNND1,TNFRSF13C,LSP1,IL1RAP,CD3E,TNFSF13B,PYCARD,PSTPIP1,YWHAQ,CDH1,CASP4,CASP1,FCER1A,CLEC1B,RALBP1,FCER1G,APAF1,SYK,EXOC7,IL1R1,ZAP70,RNF125,CLEC4D,TRAF4,CD8B,CD8A,LCK,TBL1XR1,CLEC4E,MS4A2,TLR4,RHOQ,SKAP1,TLR3,CARD11,EXOC2,ARF6,RALA,RALB,NOD1,BCL10,NOD2,IFI16,CLEC7A,CTNNA1,MFN1,MFN2,NLRP3,FYN,CD14,ICOS,BID,GSDMD,ERBIN,CYLD,ITCH,CD4,MAVS,CD40LG,STING1,ATG16L1,TRIP10,DCHS1,PKN2,FAT4,CD247,NF2,LAT,SIPA1,BCL2L1"
"GOTERM_CC_DIRECT","plasma membrane","75","142","5927","20808","1.63e-9","5.58e-8","1.85","3.90e-7","4.65e-8","8.66e-10","CD86,YWHAE,CD40,DDX3X,CD80,CTNND1,HSPB1,CBLB,TNFRSF13C,LSP1,IL1RAP,CD3E,LIMD1,TNFSF13B,PSTPIP1,CASP8,CDH1,GRAP2,CASP4,CASP1,FCER1A,CLEC1B,RALBP1,FCER1G,SYK,EXOC7,IL1R1,ZAP70,CLEC4D,TRAF4,CD8B,CD8A,LCK,RAPGEF1,CARD16,CLEC4E,MS4A2,TLR4,RHOQ,SKAP1,TLR3,CARD11,EXOC2,ARF6,RALA,RALB,CUL1,LY96,NOD1,NLRC4,NOD2,MEFV,CLEC7A,CTNNA1,FYN,CD14,FADD,ICOS,GSDMD,FYB1,ERBIN,CYLD,AFDN,ITCH,CD4,CD40LG,STING1,TRIP10,DCHS1,PKN2,FAT4,CD247,NF2,RGL1,LAT"
"UP_KW_CELLULAR_COMPONENT","Membrane","73","130","8428","18195","1.88e-2","6.45e-2","1.21","3.66e-1","5.38e-2","1.52e-2","CD86,CD40,DDX3X,TRAF3IP2,CD80,CTNND1,TNFRSF13C,LSP1,IL1RAP,CD3E,TNFSF13B,PYCARD,PSTPIP1,CDH1,CASP4,CASP1,FCER1A,CLEC1B,RALBP1,FCER1G,APAF1,SYK,EXOC7,IL1R1,ZAP70,RNF125,CLEC4D,TRAF4,CD8B,CD8A,LCK,TBL1XR1,CARD16,CLEC4E,MS4A2,TLR4,RHOQ,SKAP1,TLR3,CARD11,ARF6,RALA,RALB,NOD1,BCL10,NOD2,CLEC7A,CTNNA1,MFN1,MFN2,NLRP3,FYN,CD14,ICOS,BID,GSDMD,ERBIN,CYLD,ITCH,CD4,MAVS,CD40LG,STING1,ATG16L1,TRIP10,DCHS1,PKN2,FAT4,CD247,NF2,LAT,SIPA1,BCL2L1"
"GOTERM_CC_DIRECT","nucleus","64","142","7054","20808","4.94e-3","3.49e-2","1.33","6.95e-1","2.91e-2","3.63e-3","YWHAE,DDX3X,TRAF3IP2,CTNND1,HSPB1,LIMD1,IFIH1,PYCARD,CASP9,CASP8,YWHAQ,GRAP2,IKBKE,SKP1,RALBP1,APAF1,SYK,FBXW11,CACYBP,LATS1,LATS2,AIM2,TRAF4,IRF3,TBL1XR1,MAPKAPK2,IRF7,TXNIP,MAPKAPK5,SKAP1,BEX3,CUL1,BRCC3,BCL10,TXN,MEFV,STK3,SAV1,RELB,TKFC,DHX33,IFI16,CTNNA1,NLRP3,FYN,NLRP1,TP53BP1,TBL1X,GSDMD,FYB1,CARD8,SIAH1,ERBIN,MOB1B,MOB1A,ITCH,BCL3,PIN1,CYCS,PKN2,SUGT1,NF2,SIPA1,BCL2L1"
"UP_KW_PTM","Ubl conjugation","58","133","2816","14452","3.69e-10","6.27e-9","2.24","5.90e-9","5.53e-9","1.62e-10","CD86,YWHAE,DDX3X,CTNND1,CBLB,IFIH1,PYCARD,CASP9,TBK1,YWHAQ,CDH1,CASP1,AZI2,IKBKE,SKP1,SYK,TICAM1,ZAP70,RNF125,TRAF4,IRF3,LCK,TBL1XR1,MAPKAPK2,RAPGEF1,IRF7,TXNIP,CARD16,TLR4,TLR3,BEX3,CUL1,NOD1,BCL10,NOD2,TXN,STK3,DHX33,IFI16,CTNNA1,MFN1,MFN2,NLRP3,NLRP1,TP53BP1,TBL1X,BID,GSDMD,CARD8,CYLD,ITCH,MAVS,STING1,BCL3,SUGT1,NF2,LAT,BCL2L1"
"GOTERM_BP_DIRECT","immune system process","56","142","953","19512","1.77e-35","2.39e-32","8.07","2.39e-32","2.11e-32","2.08e-36","CD86,CD40,DDX3X,CD80,TNFRSF13C,IL1RAP,CD3E,TNFSF13B,IFIH1,PYCARD,PSTPIP1,TBK1,DHX58,CASP4,FCER1G,SYK,TICAM1,ZAP70,RNF125,CLEC4D,AIM2,TRAF4,CD8B,IRF3,CD8A,IL23A,IRF7,CLEC4E,TLR4,SKAP1,TLR3,NAIP,CARD11,LY96,NOD1,BCL10,NLRC4,NOD2,MEFV,IFI16,CLEC7A,NLRP3,FYN,CD14,FADD,NLRP1,GSDMD,CARD8,CYLD,ITCH,CD4,MAVS,STING1,TBKBP1,CD247,LAT"
"UP_KW_BIOLOGICAL_PROCESS","Immunity","55","119","988","11605","3.11e-27","1.10e-25","5.43","1.24e-25","9.38e-26","5.47e-28","CD86,CD40,DDX3X,TNFRSF13C,IL1RAP,CD3E,TNFSF13B,IFIH1,PYCARD,PSTPIP1,TBK1,DHX58,CASP4,FCER1G,SYK,TICAM1,ZAP70,RNF125,CLEC4D,AIM2,TRAF4,CD8B,IRF3,CD8A,IL23A,IRF7,CLEC4E,TLR4,SKAP1,TLR3,NAIP,CARD11,LY96,NOD1,BCL10,NLRC4,NOD2,MEFV,IFI16,CLEC7A,NLRP3,FYN,CD14,FADD,NLRP1,GSDMD,CARD8,CYLD,ITCH,CD4,MAVS,STING1,TBKBP1,CD247,LAT"
"UP_KW_CELLULAR_COMPONENT","Nucleus","53","130","5969","18195","4.37e-2","1.16e-1","1.24","6.57e-1","9.70e-2","3.40e-2","YWHAE,DDX3X,CTNND1,HSPB1,LIMD1,IFIH1,PYCARD,CASP8,GRAP2,IKBKE,RALBP1,FBXW11,CACYBP,LATS2,AIM2,TRAF4,IRF3,TBL1XR1,MAPKAPK2,IRF7,TXNIP,MAPKAPK5,SKAP1,BEX3,BRCC3,TXN,MEFV,STK3,SAV1,RELB,DHX33,IFI16,CTNNA1,NLRP3,FYN,NLRP1,TP53BP1,TBL1X,GSDMD,FYB1,CARD8,SIAH1,ERBIN,MOB1B,MOB1A,ITCH,BCL3,PIN1,PKN2,SUGT1,NF2,SIPA1,BCL2L1"
"UP_KW_CELLULAR_COMPONENT","Cell membrane","52","130","4200","18195","2.05e-5","1.64e-4","1.73","4.91e-4","1.36e-4","1.16e-5","CD86,CD40,DDX3X,CD80,CTNND1,LSP1,IL1RAP,CD3E,TNFSF13B,PSTPIP1,CDH1,CASP1,FCER1A,RALBP1,FCER1G,SYK,EXOC7,IL1R1,ZAP70,CLEC4D,TRAF4,CD8B,CD8A,LCK,CARD16,CLEC4E,TLR4,RHOQ,SKAP1,ARF6,RALA,RALB,NOD1,NOD2,CLEC7A,CTNNA1,FYN,CD14,ICOS,GSDMD,ERBIN,CYLD,ITCH,CD4,CD40LG,STING1,TRIP10,DCHS1,FAT4,CD247,NF2,LAT"
"GOTERM_BP_DIRECT","signal transduction","48","142","2168","19512","1.52e-12","1.08e-10","3.04","2.05e-9","9.53e-11","4.90e-13","YWHAE,CD86,BEX3,RALA,RALB,NOD1,CBLB,LSP1,IL1RAP,TANK,STK3,SAV1,TNFSF13B,IFIH1,PYCARD,PSTPIP1,YWHAQ,GRAP2,CASP1,NLRP3,FADD,NLRP1,CLEC1B,RALBP1,FCER1G,IL1R1,ERBIN,TICAM1,AFDN,CD4,MAVS,TRAF4,IL1B,RAPGEF1,IRF7,TRIP10,PKN2,MAPKAPK5,CARD16,RGL1,MS4A2,RGL2,TLR4,RHOQ,CARD11,SIPA1,LAT,TLR3"
"GOTERM_MF_DIRECT","identical protein binding","47","142","1824","19272","1.93e-14","3.20e-12","3.50","6.39e-12","2.78e-12","5.41e-15","YWHAE,BEX3,RNASEL,HSPB1,NOD1,BCL10,NLRC4,CD3E,MEFV,STK3,SAV1,RELB,IFIH1,CASP9,PYCARD,PSTPIP1,CASP8,TBK1,YWHAQ,IFI16,CLEC7A,CDH1,CASP1,CTNNA1,MFN1,NLRP3,FYN,FADD,TBL1X,IKBKE,FCER1G,APAF1,SIAH1,CD4,MAVS,AIM2,IRF3,TRAF4,STING1,ATG16L1,LCK,TRIP10,CARD16,CD247,TLR4,TLR3,BCL2L1"
"UP_KW_DOMAIN","Repeat","46","102","5140","14656","3.02e-2","1.21e-1","1.29","4.58e-1","9.66e-2","2.27e-2","RNASEL,CD40,CTNND1,NOD1,CBLB,IL1RAP,NLRC4,NOD2,LIMD1,SAV1,IFIH1,CASP8,IFI16,CASP10,CDH1,GRAP2,FCER1A,NLRP3,NLRP1,CD14,TP53BP1,TBL1X,FYB1,SYK,APAF1,IL1R1,FBXW11,ERBIN,CFLAR,CYLD,AFDN,ZAP70,ITCH,CD4,TRAF4,ATG16L1,TBL1XR1,BCL3,DCHS1,PKN2,FAT4,CD247,SUGT1,TLR4,TLR3,NAIP"
"KEGG_PATHWAY","NOD-like receptor signaling pathway","44","142","189","9496","3.17e-40","4.88e-38","15.57","4.88e-38","2.92e-38","1.60e-41","YWHAE,RNASEL,NOD1,BRCC3,NLRC4,NOD2,TXN,MEFV,TANK,TXN2,PYCARD,PSTPIP1,CASP8,TBK1,CASP5,DHX33,IFI16,CASP4,CASP1,MFN1,MFN2,NLRP3,FADD,NLRP1,TP53BP1,IKBKE,GSDMD,CARD8,ERBIN,TICAM1,MAVS,AIM2,IRF3,STING1,ATG16L1,IL1B,IRF7,TXNIP,PKN2,CARD16,SUGT1,TLR4,NAIP,BCL2L1"
"GOTERM_BP_DIRECT","innate immune response","41","142","621","19512","4.28e-27","2.88e-24","9.07","5.77e-24","2.55e-24","4.45e-28","DDX3X,LY96,NOD1,BCL10,IL1RAP,NLRC4,NOD2,MEFV,RELB,IFIH1,PYCARD,PSTPIP1,TBK1,IFI16,CLEC7A,CASP4,DHX58,NLRP3,FADD,NLRP1,CD14,GSDMD,FCER1G,SYK,CARD8,TICAM1,CYLD,ITCH,MAVS,CLEC4D,AIM2,IRF3,TRAF4,STING1,IL23A,IRF7,TBKBP1,CLEC4E,TLR4,TLR3,NAIP"
"UP_KW_BIOLOGICAL_PROCESS","Innate immunity","40","119","432","11605","5.52e-27","1.10e-25","9.03","2.21e-25","9.38e-26","5.61e-28","DDX3X,LY96,NOD1,BCL10,IL1RAP,NLRC4,NOD2,MEFV,IFIH1,PYCARD,PSTPIP1,TBK1,IFI16,CLEC7A,CASP4,DHX58,NLRP3,FADD,NLRP1,CD14,GSDMD,FCER1G,SYK,CARD8,TICAM1,CYLD,ITCH,MAVS,CLEC4D,AIM2,IRF3,TRAF4,STING1,IL23A,IRF7,TBKBP1,CLEC4E,TLR4,TLR3,NAIP"
"GOTERM_BP_DIRECT","apoptotic process","39","142","800","19512","4.87e-21","8.20e-19","6.70","6.56e-18","7.25e-19","6.98e-22","BEX3,RALB,DDX3X,CUL1,NOD1,BCL10,NLRC4,STK3,SAV1,CASP9,PYCARD,CASP8,CASP5,IFI16,CASP10,CASP4,CASP1,CTNNA1,MFN2,NLRP3,FADD,NLRP1,CD14,BID,SKP1,APAF1,SIAH1,CFLAR,TICAM1,ITCH,IRF3,TRAF4,IL1B,BCL3,CYCS,PKN2,CARD16,NAIP,BCL2L1"
"GOTERM_CC_DIRECT","nucleoplasm","38","142","4091","20808","3.43e-2","1.64e-1","1.36","1.00e+0","1.37e-1","2.42e-2","CUL1,CBLB,BRCC3,BCL10,TXN,LIMD1,MEFV,RELB,PYCARD,TBK1,DHX33,IFI16,GRAP2,NLRP1,TP53BP1,TBL1X,IKBKE,SKP1,GSDMD,RALBP1,CARD8,CACYBP,CYLD,AFDN,ITCH,AIM2,IRF3,TRAF4,STING1,TBL1XR1,BCL3,MAPKAPK2,IRF7,TRIP10,PIN1,PKN2,MAPKAPK5,SKAP1"
"UP_KW_BIOLOGICAL_PROCESS","Host-virus interaction","34","119","696","11605","3.35e-14","3.35e-13","4.76","1.34e-12","2.85e-13","6.74e-15","YWHAE,CD86,DDX3X,CD80,CUL1,HSPB1,TANK,IFIH1,CASP8,TBK1,DHX58,FYN,FADD,NLRP1,TP53BP1,CLEC1B,AZI2,IKBKE,SKP1,SYK,FBXW11,CARD8,CFLAR,TICAM1,ITCH,CD4,MAVS,IRF3,STING1,LCK,IRF7,PKN2,TBKBP1,CD247"
"GOTERM_BP_DIRECT","inflammatory response","34","142","474","19512","2.39e-23","6.43e-21","9.86","3.21e-20","5.68e-21","2.27e-24","CD40,TRAF3IP2,LY96,NOD1,IL1RAP,NLRC4,MEFV,RELB,PYCARD,PSTPIP1,TBK1,IFI16,CLEC7A,CASP4,CASP1,NLRP3,NLRP1,CD14,GSDMD,IL1R1,CARD8,TICAM1,ITCH,AIM2,CD40LG,IL23A,IL1B,MAPKAPK2,TXNIP,CARD16,TLR4,LAT,TLR3,NAIP"
"UP_KW_PTM","Isopeptide bond","33","133","1921","14452","4.49e-4","1.91e-3","1.87","7.16e-3","1.68e-3","2.33e-4","YWHAE,DDX3X,CTNND1,CUL1,BCL10,IFIH1,PYCARD,TBK1,YWHAQ,IFI16,CASP1,CTNNA1,NLRP3,TP53BP1,TBL1X,IKBKE,SKP1,TICAM1,ZAP70,MAVS,IRF3,TRAF4,STING1,LCK,TBL1XR1,MAPKAPK2,RAPGEF1,IRF7,TXNIP,CARD16,SUGT1,CARD11,TLR3"
"UP_KW_LIGAND","Nucleotide-binding","33","59","1888","7011","4.71e-6","7.53e-5","2.08","7.53e-5","7.53e-5","2.22e-6","RALA,RNASEL,RALB,DDX3X,NOD1,NLRC4,NOD2,STK3,IFIH1,TKFC,TBK1,DHX33,DHX58,MFN1,MFN2,NLRP3,FYN,NLRP1,IKBKE,RALBP1,SYK,APAF1,LATS1,ZAP70,LATS2,STING1,LCK,MAPKAPK2,PKN2,MAPKAPK5,RHOQ,NAIP,ARF6"
"GOTERM_MF_DIRECT","nucleotide binding","33","142","1839","19272","2.74e-6","8.24e-5","2.44","9.06e-4","7.17e-5","1.10e-6","RALA,RNASEL,RALB,DDX3X,NOD1,NLRC4,NOD2,STK3,IFIH1,TKFC,TBK1,DHX33,DHX58,MFN1,MFN2,NLRP3,FYN,NLRP1,IKBKE,RALBP1,SYK,APAF1,LATS1,ZAP70,LATS2,STING1,LCK,MAPKAPK2,PKN2,MAPKAPK5,RHOQ,NAIP,ARF6"
"UP_KW_DOMAIN","Coiled coil","29","102","2756","14656","1.81e-2","9.05e-2","1.51","3.06e-1","7.24e-2","1.15e-2","CTNND1,MEFV,TANK,STK3,SAV1,PSTPIP1,TBK1,DHX58,MFN1,MFN2,AZI2,IKBKE,FYB1,EXOC7,CARD8,CACYBP,AFDN,SIKE1,TRAF4,ATG16L1,IFNK,TRIP10,PKN2,TBKBP1,MAPKAPK5,NF2,CARD11,EXOC2,SIPA1"
"GOTERM_BP_DIRECT","defense response to virus","29","142","256","19512","3.25e-25","1.09e-22","15.57","4.37e-22","9.66e-23","1.87e-26","RNASEL,CD40,TANK,IFIH1,PYCARD,TBK1,IFI16,DHX58,CASP1,NLRP3,FADD,NLRP1,AZI2,IKBKE,CARD8,TICAM1,ITCH,MAVS,AIM2,IRF3,STING1,ATG16L1,IL23A,IFNK,IRF7,TBKBP1,CARD16,TLR3,BCL2L1"
"GOTERM_BP_DIRECT","positive regulation of canonical NF-kappaB signal transduction","29","142","236","19512","3.27e-26","1.47e-23","16.88","4.41e-23","1.30e-23","1.72e-27","CD40,TRAF3IP2,CUL1,NOD1,BCL10,NOD2,PYCARD,CASP8,TBK1,CLEC7A,CASP10,CASP1,FADD,IKBKE,IL1R1,FBXW11,CFLAR,TICAM1,CYLD,CD4,MAVS,CLEC4D,CD40LG,IRF3,IL1B,CARD16,TLR4,CARD11,TLR3"
"UP_KW_BIOLOGICAL_PROCESS","Apoptosis","28","119","589","11605","2.54e-11","2.03e-10","4.64","1.02e-9","1.73e-10","5.25e-12","BEX3,RALB,DDX3X,NOD1,BCL10,NLRC4,STK3,CASP9,PYCARD,CASP8,CASP5,IFI16,CASP10,CASP1,MFN2,FADD,BID,APAF1,SIAH1,CFLAR,TICAM1,ITCH,TRAF4,CYCS,PKN2,CARD16,NAIP,BCL2L1"
"GOTERM_CC_DIRECT","extracellular exosome","27","142","2242","20808","4.35e-3","3.17e-2","1.76","6.49e-1","2.64e-2","2.38e-3","YWHAE,CD86,RALA,CD40,RALB,DDX3X,CTNND1,HSPB1,LSP1,TXN,TKFC,YWHAQ,CDH1,CD14,CTSD,APAF1,CACYBP,MOB1B,MOB1A,ITCH,LCK,MAPKAPK2,TRIP10,FAT4,RHOQ,CARD11,ARF6"
"GOTERM_MF_DIRECT","ATP binding","26","142","1549","19272","1.39e-4","3.02e-3","2.28","4.50e-2","2.63e-3","5.93e-5","RNASEL,DDX3X,NOD1,NLRC4,NOD2,STK3,IFIH1,TKFC,TBK1,DHX33,DHX58,NLRP3,FYN,NLRP1,IKBKE,RALBP1,SYK,APAF1,LATS1,ZAP70,LATS2,LCK,MAPKAPK2,PKN2,MAPKAPK5,NAIP"
"UP_KW_LIGAND","ATP-binding","26","59","1452","7011","9.08e-5","7.26e-4","2.13","1.45e-3","7.26e-4","4.16e-5","RNASEL,DDX3X,NOD1,NLRC4,NOD2,STK3,IFIH1,TKFC,TBK1,DHX33,DHX58,NLRP3,FYN,NLRP1,IKBKE,RALBP1,SYK,APAF1,LATS1,ZAP70,LATS2,LCK,MAPKAPK2,PKN2,MAPKAPK5,NAIP"
"GOTERM_BP_DIRECT","regulation of apoptotic process","26","142","291","19512","5.60e-20","8.38e-18","12.28","7.54e-17","7.41e-18","4.20e-21","NOD1,BCL10,NLRC4,NOD2,CD3E,CASP9,PYCARD,CASP8,CASP5,CASP10,CASP4,CASP1,FADD,NLRP1,BID,APAF1,CARD8,CFLAR,IRF3,TRAF4,BCL3,CARD16,NF2,CARD11,NAIP,BCL2L1"
"UP_KW_MOLECULAR_FUNCTION","Hydrolase","25","87","1940","12059","3.78e-3","2.80e-2","1.79","1.31e-1","2.34e-2","2.04e-3","RALA,RNASEL,RALB,DDX3X,BRCC3,IL1RAP,IFIH1,CASP9,CASP8,CASP5,DHX33,CASP10,CASP4,DHX58,CASP1,MFN1,MFN2,NLRP3,NLRP1,CTSD,IL1R1,CARD8,CYLD,CARD16,ARF6"
"GOTERM_CC_DIRECT","mitochondrion","25","142","1832","20808","1.28e-3","1.08e-2","2.00","2.65e-1","9.02e-3","6.21e-4","RALA,RNASEL,DDX3X,NOD2,TXN2,IFIH1,CASP9,PYCARD,CASP8,CASP4,MFN1,MFN2,NLRP3,FYN,BID,GSDMD,RALBP1,TICAM1,ITCH,MAVS,AIM2,IRF3,STING1,CYCS,BCL2L1"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","25","142","1243","19512","9.20e-6","1.61e-4","2.76","1.23e-2","1.42e-4","3.23e-6","RNASEL,CD40,DDX3X,NOD2,RELB,TBK1,IFI16,NLRP3,FADD,TP53BP1,TBL1X,MAVS,IRF3,STING1,TBL1XR1,IL23A,IL1B,BCL3,IRF7,PIN1,MAPKAPK5,TLR4,RHOQ,SKAP1,TLR3"
"GOTERM_CC_DIRECT","protein-containing complex","25","142","797","20808","7.82e-10","3.13e-8","4.60","1.88e-7","2.61e-8","1.65e-10","BCL10,NOD2,TANK,STK3,RELB,CASP9,PYCARD,CASP8,CASP5,YWHAQ,CASP4,CASP1,FADD,FYB1,SYK,APAF1,CARD8,ITCH,BCL3,RAPGEF1,PKN2,MAPKAPK5,CARD16,SUGT1,SIPA1"
"GOTERM_MF_DIRECT","hydrolase activity","24","142","1847","19272","7.88e-3","6.06e-2","1.76","9.27e-1","5.27e-2","4.29e-3","RALA,RNASEL,RALB,DDX3X,IL1R1,CARD8,IL1RAP,BRCC3,IFIH1,CASP9,CYLD,CASP8,CASP5,DHX33,CASP10,CASP4,DHX58,CASP1,MFN1,MFN2,NLRP3,NLRP1,CTSD,ARF6"
"INTERPRO","DEATH-like_dom_sf","24","142","105","20827","1.06e-28","5.06e-26","33.52","5.06e-26","4.75e-26","2.49e-30","APAF1,CARD8,NOD1,CFLAR,BCL10,NLRC4,NOD2,MEFV,IFIH1,CASP9,PYCARD,MAVS,AIM2,CASP8,IFI16,CASP5,CASP10,CASP4,CASP1,NLRP3,FADD,NLRP1,CARD16,CARD11"
"KEGG_PATHWAY","Salmonella infection","23","142","251","9496","1.43e-11","2.75e-10","6.13","2.20e-9","1.64e-10","2.14e-12","GSDMD,RALA,EXOC7,LY96,NOD1,NLRC4,TXN,TXN2,PYCARD,CASP8,CASP5,IL1B,CASP4,CASP1,NLRP3,CYCS,CD14,FADD,TLR4,EXOC2,NAIP,SKP1,ARF6"
